freq,word,a1,a2,a3,a4,b1,b2,b3,b4,p1,p2,p3,p4,q1,q2,q3,q4
276,粗心,hj,vup,,,,,,,ㄘㄨ,ㄒㄧㄣ,,,,,,
277,誤以為,j4,u3,jo6,,,,,,ㄨˋ,ㄧˇ,ㄨㄟˊ,,,,,
278,原來,m06,x96,,,,,,,ㄩㄢˊ,ㄌㄞˊ,,,,,,
279,犯錯,z04,hji4,,,,,,,ㄈㄢˋ,ㄘㄨㄛˋ,,,,,,
280,真相,5p,vu;4,,,,,,,ㄓㄣ,ㄒㄧㄤˋ,,,,,,
281,事情,g4,fu/6,,,,,,,ㄕˋ,ㄑㄧㄥˊ,,,,,,
282,一開始,u4,d9,g3,,,,,,ㄧˋ,ㄎㄞ,ㄕˇ,,,,,
283,清楚,fu/,tj3,,,,,,,ㄑㄧㄥ,ㄔㄨˇ,,,,,,
284,模糊,ai6,cj6,,,,,,,ㄇㄛˊ,ㄏㄨˊ,,,,,,
285,踢飛,wu,zo,,,,,,,ㄊㄧ,ㄈㄟ,,,,,,
286,撞擊,5j;4,ru6,,,,,,,ㄓㄨㄤˋ,ㄐㄧˊ,,,,,,
287,撐住,t/,5j4,,,,,,,ㄔㄥ,ㄓㄨˋ,,,,,,
288,頂開,2u/3,d9,,,,,,,ㄉㄧㄥˇ,ㄎㄞ,,,,,,
289,沒事,ao6,g4,,,,,,,ㄇㄟˊ,ㄕˋ,,,,,,
290,沒有,ao6,u.3,,,,,,,ㄇㄟˊ,ㄧㄡˇ,,,,,,
291,道歉,2l4,fu04,,,,,,,ㄉㄠˋ,ㄑㄧㄢˋ,,,,,,
292,強迫,fu;3,qi4,,,fu;6,qi4,,,ㄑㄧㄤˇ,ㄆㄛˋ,,,ㄑㄧㄤˊ,ㄆㄛˋ,,
293,破裂,qi4,"xu,4",,,,,,,ㄆㄛˋ,ㄌㄧㄝˋ,,,,,,
294,惡劣,k4,"xu,4",,,,,,,ㄜˋ,ㄌㄧㄝˋ,,,,,,
295,偏心,qu0,vup,,,,,,,ㄆㄧㄢ,ㄒㄧㄣ,,,,,,
296,喜歡,vu3,cj0,,,,,,,ㄒㄧˇ,ㄏㄨㄢ,,,,,,
297,帥氣,gj94,fu4,,,,,,,ㄕㄨㄞˋ,ㄑㄧˋ,,,,,,
298,美麗,ao3,xu4,,,,,,,ㄇㄟˇ,ㄌㄧˋ,,,,,,
299,英俊,u/,rmp4,,,,,,,ㄧㄥ,ㄐㄩㄣˋ,,,,,,
300,可愛,dk3,94,,,,,,,ㄎㄜˇ,ㄞˋ,,,,,,
301,反應,z03,u/4,,,,,,,ㄈㄢˇ,ㄧㄥˋ,,,,,,
302,優秀,u.,vu.4,,,,,,,ㄧㄡ,ㄒㄧㄡˋ,,,,,,
303,天真,wu0,5p,,,,,,,ㄊㄧㄢ,ㄓㄣ,,,,,,
304,博愛,1i6,94,,,,,,,ㄅㄛˊ,ㄞˋ,,,,,,
305,讚美,y04,ao3,,,,,,,ㄗㄢˋ,ㄇㄟˇ,,,,,,
306,貶低,1u03,2u,,,,,,,ㄅㄧㄢˇ,ㄉㄧ,,,,,,
307,故意,ej4,u4,,,,,,,ㄍㄨˋ,ㄧˋ,,,,,,
308,偶然,.3,b06,,,,,,,ㄡˇ,ㄖㄢˊ,,,,,,
309,不慎,1j6,gp4,,,,,,,ㄅㄨˊ,ㄕㄣˋ,,,,,,
310,厭煩,u04,z06,,,,,,,ㄧㄢˋ,ㄈㄢˊ,,,,,,
311,麻煩,a86,z06,,,,,,,ㄇㄚˊ,ㄈㄢˊ,,,,,,
312,可惡,dk3,j4,,,,,,,ㄎㄜˇ,ㄨˋ,,,,,,
313,不行,1j4,vu/6,,,,,,,ㄅㄨˋ,ㄒㄧㄥˊ,,,,,,
314,想要,vu;3,ul4,,,,,,,ㄒㄧㄤˇ,ㄧㄠˋ,,,,,,
315,猜拳,h9,fm06,,,,,,,ㄘㄞ,ㄑㄩㄢˊ,,,,,,
316,反悔,z03,cjo3,,,,,,,ㄈㄢˇ,ㄏㄨㄟˇ,,,,,,
317,後悔,c.4,cjo3,,,,,,,ㄏㄡˋ,ㄏㄨㄟˇ,,,,,,
318,吵架,tl3,ru84,,,,,,,ㄔㄠˇ,ㄐㄧㄚˋ,,,,,,
319,輸不起,gj,1j4,fu3,,,,,,ㄕㄨ,ㄅㄨˋ,ㄑㄧˇ,,,,,
320,不服氣,1j4,zj6,fu4,,,,,,ㄅㄨˋ,ㄈㄨˊ,ㄑㄧˋ,,,,,
321,盡力,rup4,xu4,,,,,,,ㄐㄧㄣˋ,ㄌㄧˋ,,,,,,
322,興奮,vu/,zp4,,,,,,,ㄒㄧㄥ,ㄈㄣˋ,,,,,,
323,無敵,j6,2u6,,,,,,,ㄨˊ,ㄉㄧˊ,,,,,,
324,挑戰,wul3,504,,,,,,,ㄊㄧㄠˇ,ㄓㄢˋ,,,,,,
325,沒關係,ao6,ej0,vu4,,,,,,ㄇㄟˊ,ㄍㄨㄢ,ㄒㄧˋ,,,,,
326,再來一次,y94,x96,u6,h4,,,,,ㄗㄞˋ,ㄌㄞˊ,ㄧˊ,ㄘˋ,,,,
327,試試看,g4,g4,d04,,,,,,ㄕˋ,ㄕˋ,ㄎㄢˋ,,,,,
328,失敗,g,194,,,,,,,ㄕ,ㄅㄞˋ,,,,,,
329,成功,t/6,ej/,,,,,,,ㄔㄥˊ,ㄍㄨㄥ,,,,,,
330,平常心,qu/6,t;6,vup,,,,,,ㄆㄧㄥˊ,ㄔㄤˊ,ㄒㄧㄣ,,,,,
331,願意,m04,u4,,,,,,,ㄩㄢˋ,ㄧˋ,,,,,,
332,停留,wu/6,xu.6,,,,,,,ㄊㄧㄥˊ,ㄌㄧㄡˊ,,,,,,
333,忘記,j;4,ru4,,,,,,,ㄨㄤˋ,ㄐㄧˋ,,,,,,
334,準備,5jp3,1o4,,,,,,,ㄓㄨㄣˇ,ㄅㄟˋ,,,,,,
335,參加,h0,ru8,,,,,,,ㄘㄢ,ㄐㄧㄚ,,,,,,
336,揮拳,cjo,fm06,,,,,,,ㄏㄨㄟ,ㄑㄩㄢˊ,,,,,,
337,聽聞,wu/,jp6,,,,,,,ㄊㄧㄥ,ㄨㄣˊ,,,,,,
338,旋轉,vm06,5j03,,,,,,,ㄒㄩㄢˊ,ㄓㄨㄢˇ,,,,,,
339,平衡,qu/6,c/6,,,,,,,ㄆㄧㄥˊ,ㄏㄥˊ,,,,,,
340,單腳站,20,rul3,504,,,,,,ㄉㄢ,ㄐㄧㄠˇ,ㄓㄢˋ,,,,,
341,睜開,5/,d9,,,,,,,ㄓㄥ,ㄎㄞ,,,,,,
342,閉上,1u4,g;4,,,,,,,ㄅㄧˋ,ㄕㄤˋ,,,,,,
343,擴大,dji4,284,,,,,,,ㄎㄨㄛˋ,ㄉㄚˋ,,,,,,
344,折疊,5k6,"2u,6",,,,,,,ㄓㄜˊ,ㄉㄧㄝˊ,,,,,,
345,趴下,q8,vu84,,,,,,,ㄆㄚ,ㄒㄧㄚˋ,,,,,,
346,滾動,ejp3,2j/4,,,,,,,ㄍㄨㄣˇ,ㄉㄨㄥˋ,,,,,,
347,打招呼,283,5l,cj,,,,,,ㄉㄚˇ,ㄓㄠ,ㄏㄨ,,,,,
348,早安,yl3,0,,,,,,,ㄗㄠˇ,ㄢ,,,,,,
349,午安,j3,0,,,,,,,ㄨˇ,ㄢ,,,,,,
350,晚安,j03,0,,,,,,,ㄨㄢˇ,ㄢ,,,,,,
351,你好,su3,cl3,,,,,,,ㄋㄧˇ,ㄏㄠˇ,,,,,,
352,妳好,su3,cl3,,,,,,,ㄋㄧˇ,ㄏㄠˇ,,,,,,
353,您好,sup6,cl3,,,,,,,ㄋㄧㄣˊ,ㄏㄠˇ,,,,,,
354,敬禮,ru/4,xu3,,,,,,,ㄐㄧㄥˋ,ㄌㄧˇ,,,,,,
355,回禮,cjo6,xu3,,,,,,,ㄏㄨㄟˊ,ㄌㄧˇ,,,,,,
356,寫功課,"vu,3",ej/,dk4,,,,,,ㄒㄧㄝˇ,ㄍㄨㄥ,ㄎㄜˋ,,,,,
357,怎麼,yp3,ai7,,,,,,,ㄗㄣˇ,ㄇㄛ˙,,,,,,
358,想辦法,vu;3,104,z83,,,,,,ㄒㄧㄤˇ,ㄅㄢˋ,ㄈㄚˇ,,,,,
359,沒辦法,ao6,104,z83,,,,,,ㄇㄟˊ,ㄅㄢˋ,ㄈㄚˇ,,,,,
360,就是,ru.4,g4,,,,,,,ㄐㄧㄡˋ,ㄕˋ,,,,,,
361,究竟,ru.4,ru/4,,,,,,,ㄐㄧㄡˋ,ㄐㄧㄥˋ,,,,,,
362,實在,g6,y94,,,,,,,ㄕˊ,ㄗㄞˋ,,,,,,
363,有夠,u.3,e.4,,,,,,,ㄧㄡˇ,ㄍㄡˋ,,,,,,
364,辛苦,vup,dj3,,,,,,,ㄒㄧㄣ,ㄎㄨˇ,,,,,,
365,什麼,gp6,ak7,,,gk6,ak7,,,ㄕㄣˊ,ㄇㄜ˙,,,ㄕㄜˊ,ㄇㄜ˙,,
366,不要,1j6,ul4,,,,,,,ㄅㄨˊ,ㄧㄠˋ,,,,,,
367,不會,1j6,cjo4,,,,,,,ㄅㄨˊ,ㄏㄨㄟˋ,,,,,,
368,不懂,1j4,2j/3,,,,,,,ㄅㄨˋ,ㄉㄨㄥˇ,,,,,,
369,顯然,vu03,b06,,,,,,,ㄒㄧㄢˇ,ㄖㄢˊ,,,,,,
370,通過,wj/,eji4,,,,,,,ㄊㄨㄥ,ㄍㄨㄛˋ,,,,,,
371,見到,ru04,2l4,,,,,,,ㄐㄧㄢˋ,ㄉㄠˋ,,,,,,
372,看見,d04,ru04,,,,,,,ㄎㄢˋ,ㄐㄧㄢˋ,,,,,,
373,嫌東嫌西,vu06,2j/,vu06,vu,,,,,ㄒㄧㄢˊ,ㄉㄨㄥ,ㄒㄧㄢˊ,ㄒㄧ,,,,
374,抱怨,1l4,m04,,,,,,,ㄅㄠˋ,ㄩㄢˋ,,,,,,
375,意外,u4,j94,,,,,,,ㄧˋ,ㄨㄞˋ,,,,,,
376,跌倒,"2u,6",2l3,,,,,,,ㄉㄧㄝˊ,ㄉㄠˇ,,,,,,
377,橫跨,c/6,dj84,,,,,,,ㄏㄥˊ,ㄎㄨㄚˋ,,,,,,
378,伏地挺身,zj6,2u4,wu/3,gp,,,,,ㄈㄨˊ,ㄉㄧˋ,ㄊㄧㄥˇ,ㄕㄣ,,,,
379,仰臥起坐,u;3,ji4,fu3,yji4,,,,,ㄧㄤˇ,ㄨㄛˋ,ㄑㄧˇ,ㄗㄨㄛˋ,,,,
380,扶老攜幼,zj6,xl3,vu,u.4,,,,,ㄈㄨˊ,ㄌㄠˇ,ㄒㄧ,ㄧㄡˋ,,,,
381,休閒活動,vu.,vu06,cji6,2j/4,,,,,ㄒㄧㄡ,ㄒㄧㄢˊ,ㄏㄨㄛˊ,ㄉㄨㄥˋ,,,,
382,遊玩,u.6,j06,,,,,,,ㄧㄡˊ,ㄨㄢˊ,,,,,,
383,遊樂設施,u.6,xk4,gk4,g,,,,,ㄧㄡˊ,ㄌㄜˋ,ㄕㄜˋ,ㄕ,,,,
384,守規矩,g.3,ejo,rm3,,,,,,ㄕㄡˇ,ㄍㄨㄟ,ㄐㄩˇ,,,,,
385,溜滑梯,xu.,cj86,wu,,,,,,ㄌㄧㄡ,ㄏㄨㄚˊ,ㄊㄧ,,,,,
386,跳格子,wul4,ek6,y7,,,,,,ㄊㄧㄠˋ,ㄍㄜˊ,ㄗ˙,,,,,
387,摩天輪,ai6,wu0,xjp6,,,,,,ㄇㄛˊ,ㄊㄧㄢ,ㄌㄨㄣˊ,,,,,
388,假如,ru83,bj6,,,,,,,ㄐㄧㄚˇ,ㄖㄨˊ,,,,,,
389,躺下,w;3,vu84,,,,,,,ㄊㄤˇ,ㄒㄧㄚˋ,,,,,,
390,也許,"u,3",vm3,,,,,,,ㄧㄝˇ,ㄒㄩˇ,,,,,,
391,機會,ru,cjo4,,,,,,,ㄐㄧ,ㄏㄨㄟˋ,,,,,,
392,機率,ru,xm4,,,,,,,ㄐㄧ,ㄌㄩˋ,,,,,,
393,或者,cji4,5k3,,,,,,,ㄏㄨㄛˋ,ㄓㄜˇ,,,,,,
394,應該,u/,e9,,,,,,,ㄧㄥ,ㄍㄞ,,,,,,
395,大概,284,e94,,,,,,,ㄉㄚˋ,ㄍㄞˋ,,,,,,
396,可能,dk3,s/6,,,,,,,ㄎㄜˇ,ㄋㄥˊ,,,,,,
397,仍然,b/6,b06,,,,,,,ㄖㄥˊ,ㄖㄢˊ,,,,,,
398,依然,u,b06,,,,,,,ㄧ,ㄖㄢˊ,,,,,,
399,果然,eji3,b06,,,,,,,ㄍㄨㄛˇ,ㄖㄢˊ,,,,,,
400,當然,2;,b06,,,,,,,ㄉㄤ,ㄖㄢˊ,,,,,,
401,誠實,t/6,g6,,,,,,,ㄔㄥˊ,ㄕˊ,,,,,,
402,誠懇,t/6,dp3,,,,,,,ㄔㄥˊ,ㄎㄣˇ,,,,,,
403,提早,wu6,yl3,,,,,,,ㄊㄧˊ,ㄗㄠˇ,,,,,,
404,出發,tj,z8,,,,,,,ㄔㄨ,ㄈㄚ,,,,,,
405,抵達,2u3,286,,,,,,,ㄉㄧˇ,ㄉㄚˊ,,,,,,
406,終點,5j/,2u03,,,,,,,ㄓㄨㄥ,ㄉㄧㄢˇ,,,,,,
407,結束,"ru,6",gj4,,,,,,,ㄐㄧㄝˊ,ㄕㄨˋ,,,,,,
408,自由,y4,u.6,,,,,,,ㄗˋ,ㄧㄡˊ,,,,,,
409,親近,fup,rup4,,,,,,,ㄑㄧㄣ,ㄐㄧㄣˋ,,,,,,
410,遠離,m03,xu6,,,,,,,ㄩㄢˇ,ㄌㄧˊ,,,,,,
411,選擇,vm03,yk6,,,,,,,ㄒㄩㄢˇ,ㄗㄜˊ,,,,,,
412,扮演,104,u03,,,,,,,ㄅㄢˋ,ㄧㄢˇ,,,,,,
413,某個,a.3,ek7,,,,,,,ㄇㄡˇ,ㄍㄜ˙,,,,,,
414,可以,dk3,u3,,,,,,,ㄎㄜˇ,ㄧˇ,,,,,,
415,使用,g3,m/4,,,,,,,ㄕˇ,ㄩㄥˋ,,,,,,
416,同時,wj/6,g6,,,,,,,ㄊㄨㄥˊ,ㄕˊ,,,,,,
417,任務,bp4,j4,,,,,,,ㄖㄣˋ,ㄨˋ,,,,,,
418,目標,aj4,1ul,,,,,,,ㄇㄨˋ,ㄅㄧㄠ,,,,,,
419,能源,s/6,m06,,,,,,,ㄋㄥˊ,ㄩㄢˊ,,,,,,
420,也會,"u,3",cjo4,,,,,,,ㄧㄝˇ,ㄏㄨㄟˋ,,,,,,
421,對抗,2jo4,d;4,,,,,,,ㄉㄨㄟˋ,ㄎㄤˋ,,,,,,
422,能力,s/6,xu4,,,,,,,ㄋㄥˊ,ㄌㄧˋ,,,,,,
423,外形,j94,vu/6,,,,,,,ㄨㄞˋ,ㄒㄧㄥˊ,,,,,,
424,科技,dk,ru4,,,,,,,ㄎㄜ,ㄐㄧˋ,,,,,,
425,文明,jp6,au/6,,,,,,,ㄨㄣˊ,ㄇㄧㄥˊ,,,,,,
426,發展,z8,503,,,,,,,ㄈㄚ,ㄓㄢˇ,,,,,,
427,希望,vu,j;4,,,,,,,ㄒㄧ,ㄨㄤˋ,,,,,,
428,本土,1p3,wj3,,,,,,,ㄅㄣˇ,ㄊㄨˇ,,,,,,
429,文化,jp6,cj84,,,,,,,ㄨㄣˊ,ㄏㄨㄚˋ,,,,,,
430,智商,54,g;,,,,,,,ㄓˋ,ㄕㄤ,,,,,,
431,生活,g/,cji6,,,,,,,ㄕㄥ,ㄏㄨㄛˊ,,,,,,
432,存在,hjp6,y94,,,,,,,ㄘㄨㄣˊ,ㄗㄞˋ,,,,,,
433,多數,2ji,gj4,,,,,,,ㄉㄨㄛ,ㄕㄨˋ,,,,,,
434,少數,gl3,gj4,,,,,,,ㄕㄠˇ,ㄕㄨˋ,,,,,,
435,反省,z03,vu/3,,,,,,,ㄈㄢˇ,ㄒㄧㄥˇ,,,,,,
436,醒來,vu/3,x96,,,,,,,ㄒㄧㄥˇ,ㄌㄞˊ,,,,,,
437,巨大,rm4,284,,,,,,,ㄐㄩˋ,ㄉㄚˋ,,,,,,
438,附近,zj4,rup4,,,,,,,ㄈㄨˋ,ㄐㄧㄣˋ,,,,,,
439,購買,e.4,a93,,,,,,,ㄍㄡˋ,ㄇㄞˇ,,,,,,
440,差一點,t8,u4,2u03,,t84,u4,2u03,,ㄔㄚ,ㄧˋ,ㄉㄧㄢˇ,,ㄔㄚˋ,ㄧˋ,ㄉㄧㄢˇ,
441,等一下,2/3,u6,vu84,,,,,,ㄉㄥˇ,ㄧˊ,ㄒㄧㄚˋ,,,,,
442,原因,m06,up,,,,,,,ㄩㄢˊ,ㄧㄣ,,,,,,
443,客觀,dk4,ej0,,,,,,,ㄎㄜˋ,ㄍㄨㄢ,,,,,,
444,主觀,5j3,ej0,,,,,,,ㄓㄨˇ,ㄍㄨㄢ,,,,,,
445,認識,bp4,g4,,,,,,,ㄖㄣˋ,ㄕˋ,,,,,,
446,之後,5,c.4,,,,,,,ㄓ,ㄏㄡˋ,,,,,,
447,握手,ji4,g.3,,,,,,,ㄨㄛˋ,ㄕㄡˇ,,,,,,
448,地方,2u4,z;,,,,,,,ㄉㄧˋ,ㄈㄤ,,,,,,
449,需要,vm,ul4,,,,,,,ㄒㄩ,ㄧㄠˋ,,,,,,
450,必須,1u4,vm,,,,,,,ㄅㄧˋ,ㄒㄩ,,,,,,
451,歡迎光臨,cj0,u/,ej;,xup6,,,,,ㄏㄨㄢ,ㄧㄥ,ㄍㄨㄤ,ㄌㄧㄣˊ,,,,
452,感謝,e03,"vu,4",,,,,,,ㄍㄢˇ,ㄒㄧㄝˋ,,,,,,
453,恩惠,p,cjo4,,,,,,,ㄣ,ㄏㄨㄟˋ,,,,,,
454,中間,5j/,ru0,,,,,,,ㄓㄨㄥ,ㄐㄧㄢ,,,,,,
455,說話,gji,cj84,,,,,,,ㄕㄨㄛ,ㄏㄨㄚˋ,,,,,,
456,風景,z/,ru/3,,,,,,,ㄈㄥ,ㄐㄧㄥˇ,,,,,,
457,相對,vu;,2jo4,,,,,,,ㄒㄧㄤ,ㄉㄨㄟˋ,,,,,,
458,絕對,"rm,6",2jo4,,,,,,,ㄐㄩㄝˊ,ㄉㄨㄟˋ,,,,,,
459,不在乎,1j6,y94,cj,,,,,,ㄅㄨˊ,ㄗㄞˋ,ㄏㄨ,,,,,
460,肯定,dp3,2u/4,,,,,,,ㄎㄣˇ,ㄉㄧㄥˋ,,,,,,
461,自己,y4,ru3,,,,,,,ㄗˋ,ㄐㄧˇ,,,,,,
462,別人,"1u,6",bp6,,,,,,,ㄅㄧㄝˊ,ㄖㄣˊ,,,,,,
463,心情,vup,fu/6,,,,,,,ㄒㄧㄣ,ㄑㄧㄥˊ,,,,,,
464,迷路,au6,xj4,,,,,,,ㄇㄧˊ,ㄌㄨˋ,,,,,,
465,已經,u3,ru/,,,,,,,ㄧˇ,ㄐㄧㄥ,,,,,,
466,每次,ao3,h4,,,,,,,ㄇㄟˇ,ㄘˋ,,,,,,
467,完全,j06,fm06,,,,,,,ㄨㄢˊ,ㄑㄩㄢˊ,,,,,,
468,總是,yj/3,g4,,,,,,,ㄗㄨㄥˇ,ㄕˋ,,,,,,
469,出現,tj,vu04,,,,,,,ㄔㄨ,ㄒㄧㄢˋ,,,,,,
470,感覺,e03,"rm,6",,,,,,,ㄍㄢˇ,ㄐㄩㄝˊ,,,,,,
471,決定,"rm,6",2u/4,,,,,,,ㄐㄩㄝˊ,ㄉㄧㄥˋ,,,,,,
472,超級,tl,ru6,,,,,,,ㄔㄠ,ㄐㄧˊ,,,,,,
473,難得,s06,2k6,,,,,,,ㄋㄢˊ,ㄉㄜˊ,,,,,,
474,有效,u.3,vul4,,,,,,,ㄧㄡˇ,ㄒㄧㄠˋ,,,,,,
475,無效,j6,vul4,,,,,,,ㄨˊ,ㄒㄧㄠˋ,,,,,,
476,效果,vul4,eji3,,,,,,,ㄒㄧㄠˋ,ㄍㄨㄛˇ,,,,,,
477,陌生,ai4,g/,,,,,,,ㄇㄛˋ,ㄕㄥ,,,,,,
478,集中,ru6,5j/,,,,,,,ㄐㄧˊ,ㄓㄨㄥ,,,,,,
479,工作,ej/,yji4,,,,,,,ㄍㄨㄥ,ㄗㄨㄛˋ,,,,,,
480,這樣,5k4,u;4,,,,,,,ㄓㄜˋ,ㄧㄤˋ,,,,,,
481,報紙,1l4,53,,,,,,,ㄅㄠˋ,ㄓˇ,,,,,,
482,雜誌,y86,54,,,,,,,ㄗㄚˊ,ㄓˋ,,,,,,
483,桌遊,5ji,u.6,,,,,,,ㄓㄨㄛ,ㄧㄡˊ,,,,,,
484,撲克牌,qj,dk4,q96,,,,,,ㄆㄨ,ㄎㄜˋ,ㄆㄞˊ,,,,,
485,黑桃,co,wl6,,,,,,,ㄏㄟ,ㄊㄠˊ,,,,,,
486,紅心,cj/6,vup,,,,,,,ㄏㄨㄥˊ,ㄒㄧㄣ,,,,,,
487,鑽石,yj04,g6,,,,,,,ㄗㄨㄢˋ,ㄕˊ,,,,,,
488,梅花,ao6,cj8,,,,,,,ㄇㄟˊ,ㄏㄨㄚ,,,,,,
489,麻將,a86,ru;4,,,,,,,ㄇㄚˊ,ㄐㄧㄤˋ,,,,,,
490,骰子,w.6,y7,,,g93,y7,,,ㄊㄡˊ,ㄗ˙,,,ㄕㄞˇ,ㄗ˙,,
491,大富翁,284,zj4,j/,,,,,,ㄉㄚˋ,ㄈㄨˋ,ㄨㄥ,,,,,
492,象棋,vu;4,fu6,,,,,,,ㄒㄧㄤˋ,ㄑㄧˊ,,,,,,
493,五子棋,j3,y3,fu6,,,,,,ㄨˇ,ㄗˇ,ㄑㄧˊ,,,,,
494,跳棋,wul4,fu6,,,,,,,ㄊㄧㄠˋ,ㄑㄧˊ,,,,,,
495,拼圖,qup,wj6,,,,,,,ㄆㄧㄣ,ㄊㄨˊ,,,,,,
496,漫畫,a04,cj84,,,,,,,ㄇㄢˋ,ㄏㄨㄚˋ,,,,,,
497,小說,vul3,gji,,,,,,,ㄒㄧㄠˇ,ㄕㄨㄛ,,,,,,
498,流行,xu.6,vu/6,,,,,,,ㄌㄧㄡˊ,ㄒㄧㄥˊ,,,,,,
499,經典,ru/,2u03,,,,,,,ㄐㄧㄥ,ㄉㄧㄢˇ,,,,,,
500,電影,2u04,u/3,,,,,,,ㄉㄧㄢˋ,ㄧㄥˇ,,,,,,
501,表演,1ul3,u03,,,,,,,ㄅㄧㄠˇ,ㄧㄢˇ,,,,,,
502,姓名,vu/4,au/6,,,,,,,ㄒㄧㄥˋ,ㄇㄧㄥˊ,,,,,,
503,地址,2u4,53,,,,,,,ㄉㄧˋ,ㄓˇ,,,,,,
504,所以,nji3,u3,,,,,,,ㄙㄨㄛˇ,ㄧˇ,,,,,,
505,痕跡,cp6,ru,,,,,,,ㄏㄣˊ,ㄐㄧ,,,,,,
506,味道,jo4,2l4,,,,,,,ㄨㄟˋ,ㄉㄠˋ,,,,,,
507,孤獨,ej,2j6,,,,,,,ㄍㄨ,ㄉㄨˊ,,,,,,
508,黑暗,co,04,,,,,,,ㄏㄟ,ㄢˋ,,,,,,
509,高級,el,ru6,,,,,,,ㄍㄠ,ㄐㄧˊ,,,,,,
510,接近,"ru,",rup4,,,,,,,ㄐㄧㄝ,ㄐㄧㄣˋ,,,,,,
511,代替,294,wu4,,,,,,,ㄉㄞˋ,ㄊㄧˋ,,,,,,
512,預約,m4,"m,",,,,,,,ㄩˋ,ㄩㄝ,,,,,,
513,蛋白質,204,196,56,,,,,,ㄉㄢˋ,ㄅㄞˊ,ㄓˊ,,,,,
514,澱粉,2u04,pz3,,,,,,,ㄉㄧㄢˋ,ㄣㄈˇ,,,,,,
515,維生素,jo6,g/,nj4,,,,,,ㄨㄟˊ,ㄕㄥ,ㄙㄨˋ,,,,,
516,礦物質,dj;4,j4,56,,,,,,ㄎㄨㄤˋ,ㄨˋ,ㄓˊ,,,,,
517,內容,so4,bj/6,,,,,,,ㄋㄟˋ,ㄖㄨㄥˊ,,,,,,
518,似乎,n4,cj,,,,,,,ㄙˋ,ㄏㄨ,,,,,,
519,消失,vul,g,,,,,,,ㄒㄧㄠ,ㄕ,,,,,,
520,暫時,504,g6,,,,,,,ㄓㄢˋ,ㄕˊ,,,,,,
521,永久,m/3,ru.3,,,,,,,ㄩㄥˇ,ㄐㄧㄡˇ,,,,,,
522,連結,xu06,"ru,6",,,,,,,ㄌㄧㄢˊ,ㄐㄧㄝˊ,,,,,,
523,立體,xu4,wu3,,,,,,,ㄌㄧˋ,ㄊㄧˇ,,,,,,
524,平面,qu/6,au04,,,,,,,ㄆㄧㄥˊ,ㄇㄧㄢˋ,,,,,,
525,捕捉,1j3,5ji,,,,,,,ㄅㄨˇ,ㄓㄨㄛ,,,,,,
526,雖然,njo,b06,,,,,,,ㄙㄨㄟ,ㄖㄢˊ,,,,,,
527,蒐集,n.,ru6,,,,,,,ㄙㄡ,ㄐㄧˊ,,,,,,
528,收集,g.,ru6,,,,,,,ㄕㄡ,ㄐㄧˊ,,,,,,
529,挑選,wul,vm03,,,,,,,ㄊㄧㄠ,ㄒㄩㄢˇ,,,,,,
530,森林,np,xup6,,,,,,,ㄙㄣ,ㄌㄧㄣˊ,,,,,,
531,放假,z;4,ru84,,,,,,,ㄈㄤˋ,ㄐㄧㄚˋ,,,,,,
532,欣賞,vup,g;3,,,,,,,ㄒㄧㄣ,ㄕㄤˇ,,,,,,
533,鼓勵,ej3,xu4,,,,,,,ㄍㄨˇ,ㄌㄧˋ,,,,,,
534,免費,au03,zo4,,,,,,,ㄇㄧㄢˇ,ㄈㄟˋ,,,,,,
535,模仿,ai6,z;3,,,,,,,ㄇㄛˊ,ㄈㄤˇ,,,,,,
536,學習,"vm,6",vu6,,,,,,,ㄒㄩㄝˊ,ㄒㄧˊ,,,,,,
537,技巧,ru4,ful3,,,,,,,ㄐㄧˋ,ㄑㄧㄠˇ,,,,,,
538,巧妙,ful3,aul4,,,,,,,ㄑㄧㄠˇ,ㄇㄧㄠˋ,,,,,,
539,修正液,vu.,5/4,u4,,vu.,5/4,"u,4",,ㄒㄧㄡ,ㄓㄥˋ,ㄧˋ,,ㄒㄧㄡ,ㄓㄥˋ,ㄧㄝˋ,
540,積木,ru,aj4,,,,,,,ㄐㄧ,ㄇㄨˋ,,,,,,
541,樂高,xk4,el,,,,,,,ㄌㄜˋ,ㄍㄠ,,,,,,
542,卡片,d83,qu04,,,d83,qu0,,,ㄎㄚˇ,ㄆㄧㄢˋ,,,ㄎㄚˇ,ㄆㄧㄢ,,
543,口罩,d.3,5l4,,,,,,,ㄎㄡˇ,ㄓㄠˋ,,,,,,
544,消毒,vul,2j6,,,,,,,ㄒㄧㄠ,ㄉㄨˊ,,,,,,
545,立即,xu4,ru6,,,,,,,ㄌㄧˋ,ㄐㄧˊ,,,,,,
546,立刻,xu4,dk4,,,,,,,ㄌㄧˋ,ㄎㄜˋ,,,,,,
547,社區,gk4,fm,,,,,,,ㄕㄜˋ,ㄑㄩ,,,,,,
548,社會,gk4,cjo4,,,,,,,ㄕㄜˋ,ㄏㄨㄟˋ,,,,,,
549,抓娃娃機,5j8,j86,j86,ru,5j8,j86,j87,ru,ㄓㄨㄚ,ㄨㄚˊ,ㄨㄚˊ,ㄐㄧ,ㄓㄨㄚ,ㄨㄚˊ,ㄨㄚ˙,ㄐㄧ
550,特別,wk4,"1u,6",,,,,,,ㄊㄜˋ,ㄅㄧㄝˊ,,,,,,
